"vol","cur","cap","tpwr"
"10502","1","14","0.01"
"10506","1","14","0.01"
"10500","1","14","0.01"
"10495","1","14","0.01"
"10503","1","14","0.01"
"10494","1","14","0.01"
"10499","1","14","0.01"
"10495","1","14","0.01"
"10504","1","14","0.01"
"10501","1","14","0.01"
"10490","1","14","0.01"
"10495","1","14","0.01"
"10498","1","14","0.01"
"10498","1","14","0.01"
"10500","1","14","0.01"
"10502","1","14","0.01"
"10497","1","14","0.01"
"10502","1","14","0.01"
"10506","1","14","0.01"
"10507","1","14","0.01"
"10497","0","14","0.00"
"10501","0","14","0.00"
"10496","0","14","0.00"
"10512","1","14","0.01"
"10497","0","14","0.00"
"10491","1","14","0.01"
"10500","1","14","0.01"
"10497","1","14","0.01"
"10501","1","14","0.01"
"10500","1","14","0.01"
"10500","1","14","0.01"
"10499","1","14","0.01"
"10498","1","14","0.01"
"10490","1","14","0.01"
"10505","1","14","0.01"
"10503","1","14","0.01"
"10499","1","14","0.01"
"10499","1","14","0.01"
"10502","1","14","0.01"
"10496","1","14","0.01"
"10498","1","14","0.01"
"10498","1","14","0.01"
"10491","1","14","0.01"
"10495","1","14","0.01"
"10486","1","14","0.01"
"10500","1","14","0.01"
"10491","1","14","0.01"
"10492","1","14","0.01"
"10497","1","14","0.01"
"10490","0","14","0.00"
"10497","1","14","0.01"
"10487","1","14","0.01"
"10498","1","14","0.01"
"10487","1","14","0.01"
"10496","1","14","0.01"
"10500","0","14","0.00"
"10498","0","14","0.00"
"10501","1","14","0.01"
"10497","1","14","0.01"
"10494","1","14","0.01"
"10494","1","14","0.01"
"10491","0","14","0.00"
"10496","0","14","0.00"
"10493","1","14","0.01"
"10499","1","14","0.01"
"10493","1","14","0.01"
"10493","1","14","0.01"
"10498","0","14","0.00"
"10500","0","14","0.00"
"10503","1","14","0.01"
"10496","1","14","0.01"
"10499","1","14","0.01"
"10499","1","14","0.01"
"10504","1","14","0.01"
"10501","1","14","0.01"
"10496","1","14","0.01"
"10501","1","14","0.01"
"10497","1","14","0.01"
"10502","1","14","0.01"
"10504","1","14","0.01"
"10495","1","14","0.01"
"10504","1","14","0.01"
"10502","1","14","0.01"
"10503","0","14","0.00"
"10506","0","14","0.00"
"10500","1","14","0.01"
"10504","1","14","0.01"
"10509","1","14","0.01"
"10507","1","14","0.01"
"10503","1","14","0.01"
"10504","1","14","0.01"
"10505","1","14","0.01"
"10500","1","14","0.01"
"10516","1","14","0.01"
"10505","1","14","0.01"
"10507","0","14","0.00"
"10503","0","14","0.00"
"10508","1","14","0.01"
"10510","1","14","0.01"
"10503","0","14","0.00"
"10509","0","14","0.00"
"10508","1","14","0.01"
"10507","1","14","0.01"
"10505","1","14","0.01"
"10508","0","14","0.00"
"10511","1","14","0.01"
"10502","1","14","0.01"
"10511","1","14","0.01"
"10507","0","14","0.00"
"10511","0","14","0.00"
"10512","1","14","0.01"
"10514","1","14","0.01"
"10512","0","15","0.00"
"10514","0","15","0.00"
"10520","1","15","0.01"
"10522","1","15","0.01"
"10513","1","15","0.01"
"10517","1","15","0.01"
"10511","1","15","0.01"
"10523","1","15","0.01"
"10516","1","15","0.01"
"10516","0","15","0.00"
"10516","1","15","0.01"
"10517","1","15","0.01"
"10517","1","15","0.01"
"10521","1","15","0.01"
"10520","1","15","0.01"
"10526","1","15","0.01"
"10514","1","15","0.01"
"10519","1","15","0.01"
"10523","1","15","0.01"
"10522","1","15","0.01"
"10520","1","15","0.01"
"10521","1","15","0.01"
"10528","0","15","0.00"
"10518","1","15","0.01"
"10527","1","15","0.01"
"10522","1","15","0.01"
"10523","1","15","0.01"
"10524","1","15","0.01"
"10517","1","15","0.01"
"10522","1","15","0.01"
"10525","1","15","0.01"
"10534","1","15","0.01"
"10527","1","15","0.01"
"10530","1","15","0.01"
"10527","0","15","0.00"
"10527","1","15","0.01"
"10532","1","15","0.01"
"10527","1","15","0.01"
"10535","1","15","0.01"
"10531","1","15","0.01"
"10524","1","15","0.01"
"10539","1","15","0.01"
"10530","1","15","0.01"
"10533","1","15","0.01"
"10530","1","15","0.01"
"10531","1","15","0.01"
"10534","1","15","0.01"
"10527","1","15","0.01"
"10537","1","15","0.01"
"10531","0","15","0.00"
"10539","0","15","0.00"
"10534","0","16","0.00"
"10533","1","16","0.01"
"10537","1","16","0.01"
"10537","1","16","0.01"
"10538","1","16","0.01"
"10533","1","16","0.01"
"10538","1","16","0.01"
"10543","1","16","0.01"
"10540","1","16","0.01"
"10542","1","16","0.01"
"10536","1","16","0.01"
"10540","1","16","0.01"
"10541","1","16","0.01"
"10535","1","16","0.01"
"10543","1","16","0.01"
"10543","0","16","0.00"
"10545","1","16","0.01"
"10539","0","16","0.00"
"10543","1","16","0.01"
"10547","1","16","0.01"
"10545","1","16","0.01"
"10549","1","16","0.01"
"10549","1","16","0.01"
"10546","1","16","0.01"
"10551","0","16","0.00"
"10547","1","16","0.01"
"10546","1","16","0.01"
"10549","1","16","0.01"
"10550","1","16","0.01"
"10554","1","16","0.01"
"10550","1","16","0.01"
"10552","1","16","0.01"
"10544","1","16","0.01"
"10552","0","16","0.00"
"10545","0","16","0.00"
"10550","1","16","0.01"
"10557","0","16","0.00"
"10555","1","16","0.01"
"10550","1","16","0.01"
"10548","0","16","0.00"
"10556","1","16","0.01"
"10557","1","16","0.01"
"10554","1","16","0.01"
"10559","1","16","0.01"
"10551","1","16","0.01"
"10559","1","16","0.01"
"10558","1","16","0.01"
"10556","1","16","0.01"
"10558","1","17","0.01"
"10559","1","17","0.01"
"10562","0","17","0.00"
"10555","0","17","0.00"
"10560","0","17","0.00"
"10557","1","17","0.01"
"10563","1","17","0.01"
"10562","0","17","0.00"
"10557","1","17","0.01"
"10564","1","17","0.01"
"10563","1","17","0.01"
"10565","1","17","0.01"
"10564","1","17","0.01"
"10561","1","17","0.01"
"10571","1","17","0.01"
"10564","1","17","0.01"
"10566","1","17","0.01"
"10564","1","17","0.01"
"10564","1","17","0.01"
"10570","1","17","0.01"
"10570","1","17","0.01"
"10570","1","17","0.01"
"10566","0","17","0.00"
"10574","1","17","0.01"
"10564","1","17","0.01"
"10564","1","17","0.01"
"10568","1","17","0.01"
"10569","1","17","0.01"
"10572","1","17","0.01"
"10575","1","17","0.01"
"10572","0","17","0.00"
"10580","0","17","0.00"
"10570","1","17","0.01"
"10577","1","17","0.01"
"10571","1","17","0.01"
"10573","0","17","0.00"
"10576","0","17","0.00"
"10569","1","17","0.01"
"10577","1","17","0.01"
"10573","0","17","0.00"
"10580","1","17","0.01"
"10574","1","17","0.01"
"10577","1","17","0.01"
"10582","1","17","0.01"
"10577","1","18","0.01"
"10587","1","18","0.01"
"10578","1","18","0.01"
"10580","1","18","0.01"
"10579","1","18","0.01"
"10582","1","18","0.01"
"10584","1","18","0.01"
"10583","0","18","0.00"
"10585","1","18","0.01"
"10585","1","18","0.01"
"10583","1","18","0.01"
"10584","1","18","0.01"
"10581","1","18","0.01"
"10585","0","18","0.00"
"10587","0","18","0.00"
"10587","1","18","0.01"
"10588","1","18","0.01"
"10586","1","18","0.01"
"10591","1","18","0.01"
"10589","0","18","0.00"
"10587","1","18","0.01"
"10587","1","18","0.01"
"10589","1","18","0.01"
"10590","1","18","0.01"
"10584","1","18","0.01"
"10592","1","18","0.01"
"10593","1","18","0.01"
"10592","1","18","0.01"
"10589","1","18","0.01"
"10592","1","18","0.01"
"10592","1","18","0.01"
"10589","1","18","0.01"
"10594","1","18","0.01"
"10593","1","18","0.01"
"10596","1","18","0.01"
"10596","0","18","0.00"
"10588","1","18","0.01"
"10592","1","18","0.01"
"10594","1","18","0.01"
"10604","1","18","0.01"
"10595","1","18","0.01"
"10595","1","18","0.01"
"10599","1","18","0.01"
"10600","1","18","0.01"
"10597","1","18","0.01"
"10605","1","18","0.01"
"10602","1","18","0.01"
"10600","1","18","0.01"
"10602","1","18","0.01"
"10599","1","18","0.01"
"10603","1","18","0.01"
"10603","1","18","0.01"
"10606","1","19","0.01"
"10602","0","19","0.00"
"10602","1","19","0.01"
"10609","1","19","0.01"
"10604","1","19","0.01"
"10603","1","19","0.01"
"10603","1","19","0.01"
"10606","1","19","0.01"
"10603","0","19","0.00"
"10607","0","19","0.00"
"10604","1","19","0.01"
"10608","0","19","0.00"
"10607","0","19","0.00"
"10602","1","19","0.01"
"10617","1","19","0.01"
"10608","1","19","0.01"
"10611","1","19","0.01"
"10610","1","19","0.01"
"10611","1","19","0.01"
"10615","1","19","0.01"
"10607","1","19","0.01"
"10615","1","19","0.01"
"10611","0","19","0.00"
"10615","1","19","0.01"
"10615","1","19","0.01"
"10606","1","19","0.01"
"10614","0","19","0.00"
"10614","1","19","0.01"
"10612","1","19","0.01"
"10616","1","19","0.01"
"10614","1","19","0.01"
"10622","1","19","0.01"
"10613","1","19","0.01"
"10620","1","19","0.01"
"10617","1","19","0.01"
"10623","1","19","0.01"
"10623","1","19","0.01"
"10617","1","19","0.01"
"10620","1","19","0.01"
"10616","1","19","0.01"
"10621","1","19","0.01"
"10622","0","19","0.00"
"10623","1","19","0.01"
"10625","1","20","0.01"
"10618","0","20","0.00"
"10623","1","19","0.01"
"10620","1","19","0.01"
"10624","1","19","0.01"
"10619","1","19","0.01"
"10623","1","19","0.01"
"10625","1","19","0.01"
"10620","0","19","0.00"
"10625","0","19","0.00"
"10622","0","19","0.00"
"10624","1","19","0.01"
"10622","1","20","0.01"
"10623","1","20","0.01"
"10629","1","20","0.01"
"10620","1","20","0.01"
"10625","0","20","0.00"
"10630","1","20","0.01"
"10625","1","20","0.01"
"10631","1","20","0.01"
"10626","1","20","0.01"
"10629","1","20","0.01"
"10636","1","20","0.01"
"10634","1","20","0.01"
"10630","1","20","0.01"
"10629","1","20","0.01"
"10636","0","20","0.00"
"10634","0","20","0.00"
"10636","1","20","0.01"
"10627","1","20","0.01"
"10635","1","20","0.01"
"10636","1","20","0.01"
"10633","1","20","0.01"
"10639","1","20","0.01"
"10636","0","20","0.00"
"10631","1","20","0.01"
"10635","1","20","0.01"
"10632","1","20","0.01"
"10642","1","20","0.01"
"10642","0","21","0.00"
"10636","0","21","0.00"
"10635","0","21","0.00"
"10636","0","21","0.00"
"10648","0","21","0.00"
"10632","1","21","0.01"
"10644","1","21","0.01"
"10641","1","21","0.01"
"10638","1","21","0.01"
"10644","1","21","0.01"
"10638","0","21","0.00"
"10638","1","21","0.01"
"10642","1","21","0.01"
"10642","1","21","0.01"
"10645","1","21","0.01"
"10641","1","21","0.01"
"10647","1","21","0.01"
"10647","1","21","0.01"
"10645","1","21","0.01"
"10647","1","21","0.01"
"10645","1","21","0.01"
"10647","1","21","0.01"
"10642","1","21","0.01"
"10649","1","21","0.01"
"10643","1","21","0.01"
"10650","1","21","0.01"
"10647","1","21","0.01"
"10646","0","21","0.00"
"10649","0","21","0.00"
"10646","1","21","0.01"
"10654","1","21","0.01"
"10646","0","21","0.00"
"10647","1","21","0.01"
"10648","1","21","0.01"
"10648","1","21","0.01"
"10650","0","21","0.00"
"10650","1","21","0.01"
"10656","1","21","0.01"
"10643","1","21","0.01"
"10651","1","21","0.01"
"10655","1","21","0.01"
"10647","1","21","0.01"
"10656","1","21","0.01"
"10657","1","21","0.01"
"10652","1","21","0.01"
"10655","1","21","0.01"
"10656","1","21","0.01"
"10652","1","21","0.01"
"10660","1","21","0.01"
"10650","1","21","0.01"
"10657","0","21","0.00"
"10658","0","22","0.00"
"10658","1","22","0.01"
"10659","1","22","0.01"
"10654","1","22","0.01"
"10668","1","22","0.01"
"10658","1","22","0.01"
"10664","1","22","0.01"
"10654","1","22","0.01"
"10662","0","22","0.00"
"10660","0","22","0.00"
"10660","1","22","0.01"
"10659","1","22","0.01"
"10664","1","22","0.01"
"10664","0","22","0.00"
"10661","0","22","0.00"
"10661","0","22","0.00"
"10665","1","22","0.01"
"10663","1","22","0.01"
"10658","1","22","0.01"
"10657","1","22","0.01"
"10666","1","22","0.01"
"10665","0","22","0.00"
"10671","1","22","0.01"
"10670","1","22","0.01"
"10664","1","22","0.01"
"10670","1","22","0.01"
"10667","1","22","0.01"
"10665","0","22","0.00"
"10669","1","22","0.01"
"10671","1","22","0.01"
"10672","1","22","0.01"
"10665","1","22","0.01"
"10667","1","22","0.01"
"10669","1","22","0.01"
"10674","1","22","0.01"
"10668","1","23","0.01"
"10669","1","23","0.01"
"10671","1","23","0.01"
"10668","1","23","0.01"
"10676","1","23","0.01"
"10677","1","23","0.01"
"10675","1","23","0.01"
"10676","1","23","0.01"
"10669","1","23","0.01"
"10675","1","23","0.01"
"10676","1","23","0.01"
"10670","1","23","0.01"
"10678","1","23","0.01"
"10672","1","23","0.01"
"10678","1","23","0.01"
"10678","1","23","0.01"
"10676","1","23","0.01"
"10675","1","23","0.01"
"10678","1","23","0.01"
"10678","1","23","0.01"
"10672","1","23","0.01"
"10685","1","23","0.01"
"10680","0","23","0.00"
"10679","1","23","0.01"
"10684","1","23","0.01"
"10675","1","23","0.01"
"10686","0","23","0.00"
"10682","1","23","0.01"
"10676","1","23","0.01"
"10681","1","23","0.01"
"10682","1","23","0.01"
"10686","1","23","0.01"
"10685","1","23","0.01"
"10685","1","23","0.01"
"10682","1","23","0.01"
"10686","1","23","0.01"
"10685","1","23","0.01"
"10680","1","23","0.01"
"10691","1","23","0.01"
"10681","1","24","0.01"
"10689","1","24","0.01"
"10691","0","24","0.00"
"10682","0","24","0.00"
"10692","1","24","0.01"
"10683","1","24","0.01"
"10685","1","24","0.01"
"10689","1","24","0.01"
"10687","0","24","0.00"
"10690","1","24","0.01"
"10685","1","24","0.01"
"10691","1","24","0.01"
"10687","1","24","0.01"
"10695","1","24","0.01"
"10688","1","24","0.01"
"10691","1","24","0.01"
"10694","1","24","0.01"
"10690","0","24","0.00"
"10693","1","24","0.01"
"10688","1","24","0.01"
"10694","1","24","0.01"
"10693","1","24","0.01"
"10690","0","24","0.00"
"10695","0","24","0.00"
"10686","0","24","0.00"
"10691","1","24","0.01"
"10693","1","24","0.01"
"10695","1","24","0.01"
"10697","1","24","0.01"
"10694","1","24","0.01"
"10692","1","24","0.01"
"10692","0","24","0.00"
"10699","0","24","0.00"
"10702","1","24","0.01"
"10694","0","24","0.00"
"10699","0","24","0.00"
"10696","0","24","0.00"
"10700","0","24","0.00"
"10699","0","24","0.00"
"10689","0","24","0.00"
"10699","1","24","0.01"
"10695","1","24","0.01"
"10696","1","24","0.01"
"10699","1","24","0.01"
"10692","1","24","0.01"
"10703","1","24","0.01"
"10703","0","24","0.00"
"10705","1","24","0.01"
"10704","1","24","0.01"
"10705","1","24","0.01"
"10702","1","24","0.01"
"10706","0","24","0.00"
"10700","1","24","0.01"
"10702","1","24","0.01"
"10707","1","24","0.01"
"10705","1","25","0.01"
"10703","0","25","0.00"
"10705","1","25","0.01"
"10703","1","25","0.01"
"10707","1","25","0.01"
"10707","0","25","0.00"
"10708","1","25","0.01"
"10703","1","25","0.01"
"10704","1","25","0.01"
"10708","1","25","0.01"
"10704","0","25","0.00"
"10707","0","25","0.00"
"10706","1","25","0.01"
"10708","1","25","0.01"
"10709","1","25","0.01"
"10702","1","25","0.01"
"10710","1","25","0.01"
"10704","1","25","0.01"
"10708","1","25","0.01"
"10711","1","25","0.01"
"10708","1","25","0.01"
"10707","1","25","0.01"
"10709","1","25","0.01"
"10714","1","25","0.01"
"10704","1","25","0.01"
"10708","1","25","0.01"
"10711","1","25","0.01"
"10713","1","25","0.01"
"10707","1","25","0.01"
"10712","1","25","0.01"
"10713","1","25","0.01"
"10710","1","25","0.01"
"10712","1","25","0.01"
"10716","0","25","0.00"
"10711","0","25","0.00"
"10711","1","25","0.01"
"10708","1","25","0.01"
"10718","1","25","0.01"
"10716","1","25","0.01"
"10715","1","25","0.01"
"10715","1","25","0.01"
"10715","1","25","0.01"
"10716","1","25","0.01"
"10718","1","25","0.01"
"10716","1","26","0.01"
"10718","0","26","0.00"
"10712","1","26","0.01"
"10714","1","26","0.01"
"10712","1","26","0.01"
"10716","1","26","0.01"
"10723","1","26","0.01"
"10720","1","26","0.01"
"10720","1","26","0.01"
"10715","1","26","0.01"
"10717","1","26","0.01"
"10718","1","26","0.01"
"10718","1","26","0.01"
"10722","1","26","0.01"
"10722","1","26","0.01"
"10720","1","26","0.01"
"10718","1","26","0.01"
"10714","0","26","0.00"
"10724","1","26","0.01"
"10718","1","26","0.01"
"10727","1","26","0.01"
"10721","1","26","0.01"
"10726","1","26","0.01"
"10719","1","26","0.01"
"10716","1","26","0.01"
"10725","0","26","0.00"
"10722","1","26","0.01"
"10725","1","26","0.01"
"10716","1","26","0.01"
"10724","1","26","0.01"
"10727","0","26","0.00"
"10725","1","26","0.01"
"10726","1","26","0.01"
"10725","1","26","0.01"
"10724","1","26","0.01"
"10727","1","26","0.01"
"10725","1","26","0.01"
"10727","0","26","0.00"
"10721","0","26","0.00"
"10731","1","26","0.01"
"10727","1","26","0.01"
"10726","1","26","0.01"
"10726","1","26","0.01"
"10728","1","26","0.01"
"10731","1","26","0.01"
"10729","1","26","0.01"
"10725","1","26","0.01"
"10722","1","26","0.01"
"10726","1","26","0.01"
"10733","1","26","0.01"
"10730","1","26","0.01"
"10727","1","26","0.01"
"10726","1","26","0.01"
"10729","1","26","0.01"
"10731","1","26","0.01"
"10727","1","26","0.01"
"10732","1","27","0.01"
"10729","1","27","0.01"
"10737","0","27","0.00"
"10728","1","27","0.01"
"10728","1","27","0.01"
"10735","1","27","0.01"
"10728","1","27","0.01"
"10734","1","27","0.01"
"10733","1","27","0.01"
"10735","1","27","0.01"
"10730","1","27","0.01"
"10727","1","27","0.01"
"10737","1","27","0.01"
"10735","1","27","0.01"
"10734","1","27","0.01"
"10734","1","27","0.01"
"10731","1","27","0.01"
"10735","1","27","0.01"
"10730","1","27","0.01"
"10731","1","27","0.01"
"10736","1","27","0.01"
"10732","1","27","0.01"
"10739","1","27","0.01"
"10736","1","27","0.01"
"10735","1","27","0.01"
"10734","1","27","0.01"
"10730","1","27","0.01"
"10733","1","27","0.01"
"10738","1","27","0.01"
"10740","1","27","0.01"
"10738","1","27","0.01"
"10740","1","27","0.01"
"10736","1","27","0.01"
"10736","1","27","0.01"
"10737","1","27","0.01"
"10734","1","27","0.01"
"10738","1","27","0.01"
"10738","1","27","0.01"
"10738","1","27","0.01"
"10734","1","27","0.01"
"10735","0","27","0.00"
"10735","0","27","0.00"
"10738","0","27","0.00"
"10741","0","27","0.00"
"10743","1","27","0.01"
"10739","1","27","0.01"
"10739","1","27","0.01"
"10742","1","27","0.01"
"10744","1","27","0.01"
"10741","0","27","0.00"
"10744","1","27","0.01"
"10740","1","27","0.01"
"10740","1","27","0.01"
"10744","1","27","0.01"
"10738","1","27","0.01"
"10747","1","27","0.01"
"10745","1","28","0.01"
"10743","1","28","0.01"
"10739","1","28","0.01"
"10741","1","28","0.01"
"10745","1","28","0.01"
"10739","1","28","0.01"
"10747","1","28","0.01"
"10736","0","28","0.00"
"10745","0","28","0.00"
"10746","0","28","0.00"
"10739","1","28","0.01"
"10750","1","28","0.01"
"10743","1","28","0.01"
"10746","1","28","0.01"
"10742","1","28","0.01"
"10739","1","28","0.01"
"10747","1","28","0.01"
"10744","0","28","0.00"
"10744","1","28","0.01"
"10742","1","28","0.01"
"10746","1","28","0.01"
"10747","1","28","0.01"
"10747","1","28","0.01"
"10749","1","28","0.01"
"10747","1","28","0.01"
"10747","1","28","0.01"
"10746","1","28","0.01"
"10746","0","28","0.00"
"10752","0","28","0.00"
"10747","1","28","0.01"
"10748","1","28","0.01"
"10749","1","28","0.01"
"10742","1","28","0.01"
"10750","1","28","0.01"
"10749","1","28","0.01"
"10752","1","28","0.01"
"10742","1","28","0.01"
"10752","1","28","0.01"
"10751","1","28","0.01"
"10746","1","28","0.01"
"10744","1","28","0.01"
"10745","1","28","0.01"
"10749","1","28","0.01"
"10754","1","28","0.01"
"10747","1","28","0.01"
"10755","1","28","0.01"
"10748","1","28","0.01"
"10748","1","28","0.01"
"10755","0","28","0.00"
"10750","1","28","0.01"
"10750","1","28","0.01"
"10753","1","28","0.01"
"10753","1","28","0.01"
"10750","1","28","0.01"
"10746","1","28","0.01"
"10751","1","28","0.01"
"10752","1","28","0.01"
"10757","1","28","0.01"
"10753","0","28","0.00"
"10754","0","28","0.00"
"10752","1","28","0.01"
"10758","1","28","0.01"
"10753","1","28","0.01"
"10749","1","28","0.01"
"10755","1","28","0.01"
"10748","1","28","0.01"
"10757","1","28","0.01"
"10754","1","29","0.01"
"10752","1","29","0.01"
"10756","0","29","0.00"
"10753","0","29","0.00"
"10754","1","29","0.01"
"10751","1","29","0.01"
"10756","1","29","0.01"
"10757","0","29","0.00"
"10760","0","29","0.00"
"10757","1","29","0.01"
"10752","1","29","0.01"
"10756","0","29","0.00"
"10758","1","29","0.01"
"10751","1","29","0.01"
"10759","1","29","0.01"
"10756","1","29","0.01"
"10756","1","29","0.01"
"10756","1","29","0.01"
"10758","1","29","0.01"
"10761","1","29","0.01"
"10757","1","29","0.01"
"10757","1","29","0.01"
"10756","1","29","0.01"
"10757","1","29","0.01"
"10754","1","29","0.01"
"10764","1","29","0.01"
"10761","1","29","0.01"
"10757","1","29","0.01"
"10761","1","29","0.01"
"10756","1","29","0.01"
"10758","0","29","0.00"
"10759","1","29","0.01"
"10761","1","29","0.01"
"10758","1","29","0.01"
"10757","1","29","0.01"
"10762","1","29","0.01"
"10760","1","29","0.01"
"10757","1","29","0.01"
"10761","1","29","0.01"
"10757","1","29","0.01"
"10762","0","29","0.00"
"10756","0","29","0.00"
"10763","1","29","0.01"
"10759","1","29","0.01"
"10758","1","29","0.01"
"10760","1","29","0.01"
"10758","1","29","0.01"
"10763","1","29","0.01"
"10760","1","29","0.01"
"10762","1","29","0.01"
"10762","1","29","0.01"
"10757","1","29","0.01"
"10767","1","29","0.01"
"10760","0","29","0.00"
"10763","0","29","0.00"
"10760","1","29","0.01"
"10759","1","29","0.01"
"10765","1","29","0.01"
"10761","1","29","0.01"
"10761","1","29","0.01"
"10763","1","29","0.01"
"10764","1","29","0.01"
"10771","1","29","0.01"
"10760","1","29","0.01"
"10765","0","29","0.00"
"10761","1","29","0.01"
"10767","1","29","0.01"
"10759","1","29","0.01"
"10766","1","29","0.01"
"10765","1","29","0.01"
"10764","1","29","0.01"
"10768","1","29","0.01"
"10766","0","29","0.00"
"10766","1","29","0.01"
"10770","1","29","0.01"
"10765","1","29","0.01"
"10766","1","29","0.01"
"10761","1","29","0.01"
"10765","1","29","0.01"
"10763","1","29","0.01"
"10764","1","29","0.01"
"10764","0","29","0.00"
"10764","1","29","0.01"
"10769","1","29","0.01"
"10765","1","29","0.01"
"10763","0","29","0.00"
"10767","1","29","0.01"
"10765","0","29","0.00"
"10767","1","29","0.01"
"10765","1","29","0.01"
"10774","1","29","0.01"
"10765","1","29","0.01"
"10761","1","29","0.01"
"10763","0","29","0.00"
"10762","1","29","0.01"
"10768","1","29","0.01"
"10769","1","29","0.01"
"10768","1","29","0.01"
"10774","1","29","0.01"
"10766","1","29","0.01"
"10773","1","29","0.01"
"10765","0","29","0.00"
"10771","1","29","0.01"
"10772","1","29","0.01"
"10763","1","29","0.01"
"10768","1","29","0.01"
"10764","1","29","0.01"
"10764","1","29","0.01"
"10767","0","29","0.00"
"10763","0","29","0.00"
"10775","0","29","0.00"
"10770","1","30","0.01"
"10771","1","30","0.01"
"10768","1","30","0.01"
"10775","1","30","0.01"
"10768","1","30","0.01"
"10770","1","30","0.01"
"10773","1","30","0.01"
"10766","1","30","0.01"
"10773","1","30","0.01"
"10770","0","30","0.00"
"10776","1","30","0.01"
"10773","1","30","0.01"
"10768","1","30","0.01"
"10772","1","30","0.01"
"10770","1","30","0.01"
"10768","1","30","0.01"
"10767","1","30","0.01"
"10772","1","30","0.01"
"10773","1","30","0.01"
"10775","1","30","0.01"
"10774","0","30","0.00"
"10773","1","30","0.01"
"10770","1","30","0.01"
"10775","1","30","0.01"
"10768","0","30","0.00"
"10775","0","30","0.00"
"10773","1","30","0.01"
"10770","1","30","0.01"
"10771","1","30","0.01"
"10770","0","30","0.00"
"10779","0","30","0.00"
"10769","0","30","0.00"
"10774","0","30","0.00"
"10777","1","30","0.01"
"10772","1","30","0.01"
"10778","1","30","0.01"
"10769","1","30","0.01"
"10773","1","30","0.01"
"10775","1","30","0.01"
"10774","1","30","0.01"
"10775","1","30","0.01"
"10774","1","30","0.01"
"10770","1","30","0.01"
"10770","1","30","0.01"
"10776","1","30","0.01"
"10778","1","30","0.01"
"10772","1","30","0.01"
"10776","0","30","0.00"
"10772","1","30","0.01"
"10780","1","30","0.01"
"10772","1","30","0.01"
"10773","0","30","0.00"
"10772","0","30","0.00"
"10774","0","30","0.00"
"10778","1","30","0.01"
"10771","1","30","0.01"
"10775","1","30","0.01"
"10772","1","30","0.01"
"10778","0","30","0.00"
"10779","0","30","0.00"
"10778","1","30","0.01"
"10779","1","30","0.01"
"10778","1","30","0.01"
"10779","1","30","0.01"
"10779","1","30","0.01"
"10778","1","30","0.01"
"10772","1","30","0.01"
"10776","1","30","0.01"
"10775","1","30","0.01"
"10776","1","30","0.01"
"10780","1","30","0.01"
"10776","1","30","0.01"
"10778","1","30","0.01"
"10782","1","30","0.01"
"10776","1","30","0.01"
"10774","1","30","0.01"
"10780","1","30","0.01"
"10773","1","30","0.01"
"10785","1","30","0.01"
"10784","1","31","0.01"
"10780","1","31","0.01"
"10778","1","31","0.01"
"10781","1","31","0.01"
"10780","1","31","0.01"
"10778","1","31","0.01"
"10779","0","31","0.00"
"10777","1","31","0.01"
"10780","1","31","0.01"
"10777","1","31","0.01"
"10772","1","31","0.01"
"10783","1","31","0.01"
"10779","1","31","0.01"
"10780","1","31","0.01"
"10779","1","31","0.01"
"10777","1","31","0.01"
"10781","1","31","0.01"
"10781","1","31","0.01"
"10784","1","31","0.01"
"10781","0","31","0.00"
"10779","1","31","0.01"
"10780","1","31","0.01"
"10778","1","31","0.01"
"10784","1","31","0.01"
"10780","0","31","0.00"
"10781","1","31","0.01"
"10781","1","31","0.01"
"10786","1","31","0.01"
"10778","0","31","0.00"
"10783","1","31","0.01"
"10780","1","31","0.01"
"10783","1","31","0.01"
"10780","1","31","0.01"
"10790","0","31","0.00"
"10785","1","31","0.01"
"10782","1","31","0.01"
"10783","1","31","0.01"
"10786","1","31","0.01"
"10783","1","31","0.01"
"10783","1","31","0.01"
"10791","1","31","0.01"
"10785","1","31","0.01"
"10785","0","31","0.00"
"10787","0","31","0.00"
"10794","1","31","0.01"
"10784","1","31","0.01"
"10782","1","31","0.01"
"10788","1","31","0.01"
"10781","1","31","0.01"
"10788","1","31","0.01"
"10784","1","31","0.01"
"10782","0","31","0.00"
"10790","1","31","0.01"
"10782","1","31","0.01"
"10780","1","31","0.01"
"10776","1","31","0.01"
"10788","1","31","0.01"
"10785","1","31","0.01"
"10783","0","31","0.00"
"10787","0","31","0.00"
"10789","0","31","0.00"
"10787","1","31","0.01"
"10791","1","31","0.01"
"10787","1","31","0.01"
"10792","1","31","0.01"
"10787","1","31","0.01"
"10787","1","31","0.01"
"10783","1","31","0.01"
"10784","1","31","0.01"
"10783","1","31","0.01"
"10791","1","31","0.01"
"10790","1","31","0.01"
"10783","0","31","0.00"
"10789","1","31","0.01"
"10791","1","31","0.01"
"10783","1","31","0.01"
"10790","1","31","0.01"
"10790","1","31","0.01"
"10789","1","31","0.01"
"10786","1","31","0.01"
"10788","1","31","0.01"
"10788","1","31","0.01"
"10790","1","31","0.01"
"10789","1","31","0.01"
"10790","1","31","0.01"
"10786","0","31","0.00"
"10788","0","31","0.00"
"10788","0","31","0.00"
"10790","0","31","0.00"
"10782","1","31","0.01"
"10790","1","31","0.01"
"10783","1","31","0.01"
"10793","1","31","0.01"
