"vol","cur","cap","tpwr"
"10889","1","40","0.01"
"10887","1","40","0.01"
"10895","1","40","0.01"
"10895","1","40","0.01"
"10891","1","40","0.01"
"10894","1","40","0.01"
"10892","1","40","0.01"
"10895","1","40","0.01"
"10888","1","40","0.01"
"10891","1","40","0.01"
"10894","1","40","0.01"
"10890","1","40","0.01"
"10895","1","40","0.01"
"10896","1","40","0.01"
"10897","1","40","0.01"
"10897","1","40","0.01"
"10890","1","40","0.01"
"10892","1","40","0.01"
"10894","1","40","0.01"
"10897","1","40","0.01"
"10898","1","40","0.01"
"10891","1","40","0.01"
"10892","1","40","0.01"
"10892","1","40","0.01"
"10897","1","40","0.01"
"10896","1","40","0.01"
"10897","1","40","0.01"
"10892","1","40","0.01"
"10896","1","40","0.01"
"10897","1","40","0.01"
"10893","1","40","0.01"
"10893","1","40","0.01"
"10895","1","40","0.01"
"10891","1","40","0.01"
"10901","1","40","0.01"
"10897","1","40","0.01"
"10895","1","40","0.01"
"10895","0","40","0.00"
"10894","0","40","0.00"
"10897","0","40","0.00"
"10898","1","40","0.01"
"10892","1","40","0.01"
"10897","1","40","0.01"
"10898","1","40","0.01"
"10899","1","40","0.01"
"10896","1","40","0.01"
"10903","1","40","0.01"
"10892","1","40","0.01"
"10899","1","40","0.01"
"10897","1","40","0.01"
"10899","1","40","0.01"
"10899","1","40","0.01"
"10899","1","40","0.01"
"10898","1","40","0.01"
"10893","1","40","0.01"
"10894","1","40","0.01"
"10903","1","40","0.01"
"10901","1","40","0.01"
"10904","1","40","0.01"
"10897","1","41","0.01"
"10903","1","41","0.01"
"10904","1","41","0.01"
"10897","1","41","0.01"
"10905","1","41","0.01"
"10898","1","41","0.01"
"10898","1","41","0.01"
"10904","1","41","0.01"
"10900","1","41","0.01"
"10901","0","41","0.00"
"10898","0","41","0.00"
"10900","0","41","0.00"
"10904","0","41","0.00"
"10896","1","41","0.01"
"10900","1","41","0.01"
"10902","1","41","0.01"
"10902","1","41","0.01"
"10896","1","41","0.01"
"10901","1","41","0.01"
"10903","1","41","0.01"
"10901","1","41","0.01"
"10905","1","41","0.01"
"10909","1","41","0.01"
"10906","1","41","0.01"
"10905","1","41","0.01"
"10901","1","41","0.01"
"10907","1","41","0.01"
"10897","1","41","0.01"
"10901","1","41","0.01"
"10898","1","41","0.01"
"10905","1","41","0.01"
"10904","1","41","0.01"
"10902","1","41","0.01"
"10904","1","41","0.01"
"10905","1","41","0.01"
"10900","1","41","0.01"
"10905","1","41","0.01"
"10901","0","41","0.00"
"10902","0","41","0.00"
"10897","1","41","0.01"
"10902","1","41","0.01"
"10902","1","41","0.01"
"10902","1","41","0.01"
"10904","1","41","0.01"
"10903","1","41","0.01"
"10909","1","41","0.01"
"10909","0","41","0.00"
"10905","0","41","0.00"
"10902","1","41","0.01"
"10907","1","41","0.01"
"10905","1","41","0.01"
"10909","1","41","0.01"
"10906","1","41","0.01"
"10902","1","41","0.01"
"10902","1","41","0.01"
"10900","1","41","0.01"
"10901","1","41","0.01"
"10904","1","41","0.01"
"10899","1","41","0.01"
"10907","1","41","0.01"
"10902","1","41","0.01"
"10906","0","41","0.00"
"10910","1","41","0.01"
"10911","1","41","0.01"
"10909","1","41","0.01"
"10912","1","41","0.01"
"10905","1","41","0.01"
"10905","1","41","0.01"
"10906","1","41","0.01"
"10910","0","41","0.00"
"10903","1","41","0.01"
"10911","1","41","0.01"
"10905","1","41","0.01"
"10907","1","41","0.01"
"10905","1","41","0.01"
"10909","1","41","0.01"
"10909","1","41","0.01"
"10905","1","41","0.01"
"10915","1","41","0.01"
"10911","1","41","0.01"
"10913","1","41","0.01"
"10912","1","41","0.01"
"10905","1","41","0.01"
"10911","1","41","0.01"
"10905","1","41","0.01"
"10914","1","41","0.01"
"10907","1","41","0.01"
"10914","1","41","0.01"
"10910","1","41","0.01"
"10908","1","41","0.01"
"10916","1","41","0.01"
"10911","1","41","0.01"
"10912","0","41","0.00"
"10912","0","41","0.00"
"10913","1","41","0.01"
"10909","1","41","0.01"
"10912","1","41","0.01"
"10915","1","41","0.01"
"10913","1","41","0.01"
"10909","1","41","0.01"
"10916","1","41","0.01"
"10909","1","42","0.01"
"10913","1","42","0.01"
"10905","1","42","0.01"
"10907","1","42","0.01"
"10916","1","42","0.01"
"10908","1","42","0.01"
"10912","1","42","0.01"
"10903","1","42","0.01"
"10916","1","42","0.01"
"10911","1","42","0.01"
"10912","1","42","0.01"
"10913","1","42","0.01"
"10911","1","42","0.01"
"10918","1","42","0.01"
"10911","1","42","0.01"
"10906","1","42","0.01"
"10911","1","42","0.01"
"10912","0","42","0.00"
"10911","1","42","0.01"
"10916","0","42","0.00"
"10913","1","42","0.01"
"10916","1","42","0.01"
"10904","1","42","0.01"
"10916","1","42","0.01"
"10911","1","42","0.01"
"10913","1","42","0.01"
"10916","1","42","0.01"
"10912","0","42","0.00"
"10915","0","42","0.00"
"10915","1","42","0.01"
"10920","1","42","0.01"
"10910","1","42","0.01"
"10919","1","42","0.01"
"10911","1","42","0.01"
"10915","1","42","0.01"
"10915","1","42","0.01"
"10912","1","42","0.01"
"10912","1","42","0.01"
"10915","1","42","0.01"
"10923","1","42","0.01"
"10920","0","42","0.00"
"10912","0","42","0.00"
"10921","0","42","0.00"
"10920","0","42","0.00"
"10915","0","42","0.00"
"10920","1","42","0.01"
"10915","0","42","0.00"
"10914","1","42","0.01"
"10912","1","42","0.01"
"10918","1","42","0.01"
"10920","1","42","0.01"
"10920","1","42","0.01"
"10918","1","42","0.01"
"10916","1","42","0.01"
"10920","1","42","0.01"
"10923","1","42","0.01"
"10913","1","42","0.01"
"10917","1","42","0.01"
"10921","1","42","0.01"
"10923","1","42","0.01"
"10919","0","42","0.00"
"10926","1","42","0.01"
"10914","1","42","0.01"
"10921","1","42","0.01"
"10919","1","42","0.01"
"10922","1","42","0.01"
"10919","1","42","0.01"
"10919","1","42","0.01"
"10922","1","42","0.01"
"10917","1","42","0.01"
"10920","1","42","0.01"
"10922","1","42","0.01"
"10925","0","42","0.00"
"10918","0","42","0.00"
"10917","0","42","0.00"
"10923","0","42","0.00"
"10919","1","42","0.01"
"10922","1","42","0.01"
"10925","1","42","0.01"
"10921","1","42","0.01"
"10923","1","42","0.01"
"10929","1","42","0.01"
"10918","1","42","0.01"
"10923","1","42","0.01"
"10918","1","42","0.01"
"10917","0","42","0.00"
"10925","0","42","0.00"
"10928","1","42","0.01"
"10924","1","42","0.01"
"10923","1","42","0.01"
"10929","1","42","0.01"
"10923","0","42","0.00"
"10925","1","42","0.01"
"10930","1","42","0.01"
"10924","1","42","0.01"
"10928","1","42","0.01"
"10926","1","42","0.01"
"10926","1","42","0.01"
"10921","1","42","0.01"
"10919","1","42","0.01"
"10924","1","42","0.01"
"10923","1","42","0.01"
"10929","1","42","0.01"
"10921","1","42","0.01"
"10926","1","42","0.01"
"10928","1","42","0.01"
"10924","0","42","0.00"
"10930","0","42","0.00"
"10923","1","42","0.01"
"10926","1","42","0.01"
"10926","1","42","0.01"
"10923","0","42","0.00"
"10932","0","42","0.00"
"10926","0","42","0.00"
"10925","1","42","0.01"
"10927","1","42","0.01"
"10927","0","42","0.00"
"10932","1","42","0.01"
"10924","1","43","0.01"
"10929","1","43","0.01"
"10924","1","43","0.01"
"10928","1","43","0.01"
"10930","0","43","0.00"
"10932","0","43","0.00"
"10922","1","43","0.01"
"10928","1","43","0.01"
"10930","1","43","0.01"
"10928","1","43","0.01"
"10928","1","43","0.01"
"10932","1","43","0.01"
"10925","1","43","0.01"
"10928","1","43","0.01"
"10923","1","43","0.01"
"10927","1","43","0.01"
"10927","1","43","0.01"
"10933","1","43","0.01"
"10927","1","43","0.01"
"10928","1","43","0.01"
"10933","1","43","0.01"
"10933","1","43","0.01"
"10930","1","43","0.01"
"10932","1","43","0.01"
"10928","1","43","0.01"
"10930","1","43","0.01"
"10931","1","43","0.01"
"10931","1","43","0.01"
"10932","1","43","0.01"
"10925","1","43","0.01"
"10934","1","43","0.01"
"10929","1","43","0.01"
"10935","0","43","0.00"
"10923","1","43","0.01"
"10930","1","43","0.01"
"10933","1","43","0.01"
"10929","1","43","0.01"
"10935","1","43","0.01"
"10929","0","43","0.00"
"10932","1","43","0.01"
"10933","1","43","0.01"
"10936","0","43","0.00"
"10931","1","43","0.01"
"10931","1","43","0.01"
"10935","1","43","0.01"
"10932","0","43","0.00"
"10938","1","43","0.01"
"10934","1","43","0.01"
"10939","1","43","0.01"
"10935","0","43","0.00"
"10935","1","43","0.01"
"10938","1","43","0.01"
"10934","1","43","0.01"
"10932","1","43","0.01"
"10937","1","43","0.01"
"10933","1","43","0.01"
"10939","1","43","0.01"
"10934","1","43","0.01"
"10937","0","43","0.00"
"10934","1","43","0.01"
"10938","1","43","0.01"
"10938","1","43","0.01"
"10939","1","43","0.01"
"10943","1","43","0.01"
"10938","1","43","0.01"
"10933","1","43","0.01"
"10940","1","43","0.01"
"10934","1","43","0.01"
"10941","1","43","0.01"
"10938","1","43","0.01"
"10936","1","43","0.01"
"10932","1","43","0.01"
"10934","1","43","0.01"
"10930","1","43","0.01"
"10936","1","43","0.01"
"10938","1","43","0.01"
"10939","1","43","0.01"
"10933","1","43","0.01"
"10938","1","43","0.01"
"10931","0","43","0.00"
"10939","1","43","0.01"
"10937","1","43","0.01"
"10941","1","43","0.01"
"10937","1","43","0.01"
"10935","1","43","0.01"
"10943","1","43","0.01"
"10940","0","43","0.00"
"10937","0","43","0.00"
"10936","0","43","0.00"
"10941","1","43","0.01"
"10942","1","43","0.01"
"10939","1","43","0.01"
"10943","0","43","0.00"
"10939","1","43","0.01"
"10936","1","43","0.01"
"10945","1","43","0.01"
"10940","1","43","0.01"
"10936","1","43","0.01"
"10942","1","43","0.01"
"10940","1","43","0.01"
"10938","1","43","0.01"
"10941","1","43","0.01"
"10945","1","43","0.01"
"10945","1","43","0.01"
"10943","1","44","0.01"
"10939","1","44","0.01"
"10945","1","44","0.01"
"10948","1","44","0.01"
"10942","1","44","0.01"
"10941","1","44","0.01"
"10943","1","44","0.01"
"10945","1","44","0.01"
"10943","1","44","0.01"
"10943","1","44","0.01"
"10948","1","44","0.01"
"10940","1","44","0.01"
"10949","1","44","0.01"
"10947","1","44","0.01"
"10944","0","44","0.00"
"10943","0","44","0.00"
"10936","1","44","0.01"
"10944","1","44","0.01"
"10942","1","44","0.01"
"10945","0","44","0.00"
"10942","0","44","0.00"
"10947","1","44","0.01"
"10943","1","44","0.01"
"10943","0","44","0.00"
"10947","1","44","0.01"
"10951","1","44","0.01"
"10942","1","44","0.01"
"10948","1","44","0.01"
"10949","1","44","0.01"
"10951","1","44","0.01"
"10945","1","44","0.01"
"10946","1","44","0.01"
"10945","1","44","0.01"
"10942","1","44","0.01"
"10947","1","44","0.01"
"10940","0","44","0.00"
"10947","1","44","0.01"
"10944","1","44","0.01"
"10948","1","44","0.01"
"10948","0","44","0.00"
"10945","1","44","0.01"
"10947","1","44","0.01"
"10942","0","44","0.00"
"10945","1","44","0.01"
"10947","1","44","0.01"
"10945","1","44","0.01"
"10952","1","44","0.01"
"10948","1","44","0.01"
"10948","1","44","0.01"
"10949","1","44","0.01"
"10949","1","44","0.01"
"10949","1","44","0.01"
"10940","0","44","0.00"
"10949","1","44","0.01"
"10950","1","44","0.01"
"10953","1","44","0.01"
"10953","1","44","0.01"
"10946","1","44","0.01"
"10957","1","44","0.01"
"10953","1","44","0.01"
"10954","1","44","0.01"
"10955","1","44","0.01"
"10952","1","44","0.01"
"10952","1","44","0.01"
"10949","1","44","0.01"
"10956","1","44","0.01"
"10944","1","44","0.01"
"10952","1","44","0.01"
"10951","1","44","0.01"
"10955","1","44","0.01"
"10952","1","44","0.01"
"10952","1","44","0.01"
"10953","1","44","0.01"
"10945","1","44","0.01"
"10952","1","44","0.01"
"10952","1","44","0.01"
"10958","1","44","0.01"
"10951","1","44","0.01"
"10950","1","44","0.01"
"10957","1","44","0.01"
"10954","1","44","0.01"
"10952","1","44","0.01"
"10956","1","44","0.01"
"10957","1","44","0.01"
"10958","1","44","0.01"
"10954","1","44","0.01"
"10949","1","44","0.01"
"10952","1","44","0.01"
"10951","0","44","0.00"
"10955","0","44","0.00"
"10952","1","44","0.01"
"10954","1","44","0.01"
"10955","1","44","0.01"
"10953","1","44","0.01"
"10952","1","44","0.01"
"10951","1","44","0.01"
"10960","1","44","0.01"
"10955","1","44","0.01"
"10957","1","44","0.01"
"10950","1","44","0.01"
"10950","0","44","0.00"
"10953","0","44","0.00"
"10960","1","44","0.01"
"10958","1","44","0.01"
"10951","1","44","0.01"
"10952","1","44","0.01"
"10958","1","44","0.01"
"10954","1","44","0.01"
"10956","1","44","0.01"
"10958","1","44","0.01"
"10951","1","44","0.01"
"10956","1","44","0.01"
"10955","1","44","0.01"
"10958","1","45","0.01"
"10951","1","45","0.01"
"10950","1","44","0.01"
"10959","1","44","0.01"
"10958","1","45","0.01"
"10957","1","45","0.01"
"10960","1","45","0.01"
"10963","1","45","0.01"
"10958","1","45","0.01"
"10964","1","45","0.01"
"10961","0","45","0.00"
"10957","0","45","0.00"
"10960","1","45","0.01"
"10954","1","45","0.01"
"10962","1","45","0.01"
"10958","1","45","0.01"
"10961","1","45","0.01"
"10961","1","45","0.01"
"10956","1","45","0.01"
"10959","1","45","0.01"
"10958","1","45","0.01"
"10963","1","45","0.01"
"10961","1","45","0.01"
"10958","1","45","0.01"
"10961","1","45","0.01"
"10957","1","45","0.01"
"10959","1","45","0.01"
"10957","1","45","0.01"
"10960","1","45","0.01"
"10959","1","45","0.01"
"10957","0","45","0.00"
"10964","1","45","0.01"
"10961","1","45","0.01"
"10955","1","45","0.01"
"10963","1","45","0.01"
"10956","1","45","0.01"
"10960","1","45","0.01"
"10962","1","45","0.01"
"10965","1","45","0.01"
"10961","1","45","0.01"
"10964","1","45","0.01"
"10970","1","45","0.01"
"10960","1","45","0.01"
"10965","1","45","0.01"
"10957","0","45","0.00"
"10966","1","45","0.01"
"10966","1","45","0.01"
"10964","1","45","0.01"
"10965","1","45","0.01"
"10965","1","45","0.01"
"10962","1","45","0.01"
"10960","1","45","0.01"
"10964","1","45","0.01"
"10967","1","45","0.01"
"10961","0","45","0.00"
"10967","0","45","0.00"
"10960","0","45","0.00"
"10965","1","45","0.01"
"10968","0","45","0.00"
"10961","0","45","0.00"
"10965","1","45","0.01"
"10964","1","45","0.01"
"10970","0","45","0.00"
"10964","1","45","0.01"
"10964","1","45","0.01"
"10963","1","45","0.01"
"10963","1","45","0.01"
"10969","1","45","0.01"
"10963","1","45","0.01"
"10968","1","45","0.01"
"10971","0","45","0.00"
"10964","0","45","0.00"
"10965","1","45","0.01"
"10970","1","45","0.01"
"10968","1","45","0.01"
"10969","1","45","0.01"
"10963","1","45","0.01"
"10970","1","45","0.01"
"10966","1","45","0.01"
"10967","1","45","0.01"
"10969","1","45","0.01"
"10968","1","45","0.01"
"10971","1","45","0.01"
"10961","1","45","0.01"
"10968","1","45","0.01"
"10961","1","45","0.01"
"10967","0","45","0.00"
"10972","0","45","0.00"
"10971","1","45","0.01"
"10973","1","46","0.01"
"10969","1","46","0.01"
"10974","1","46","0.01"
"10970","0","46","0.00"
"10969","0","46","0.00"
"10976","1","46","0.01"
"10967","1","46","0.01"
"10975","1","46","0.01"
"10972","1","46","0.01"
"10977","1","46","0.01"
"10972","1","46","0.01"
"10973","0","46","0.00"
"10972","1","46","0.01"
"10973","1","46","0.01"
"10974","1","46","0.01"
"10976","1","46","0.01"
"10967","1","46","0.01"
"10972","1","46","0.01"
"10976","1","46","0.01"
"10973","1","46","0.01"
"10972","1","46","0.01"
"10973","1","46","0.01"
"10973","1","46","0.01"
"10968","1","46","0.01"
"10976","1","46","0.01"
"10972","1","46","0.01"
"10975","1","46","0.01"
"10973","1","46","0.01"
"10972","1","46","0.01"
"10970","0","46","0.00"
"10971","1","46","0.01"
"10978","1","46","0.01"
"10977","1","46","0.01"
"10973","1","46","0.01"
"10972","1","46","0.01"
"10976","1","46","0.01"
"10979","1","46","0.01"
"10970","1","46","0.01"
"10975","0","46","0.00"
"10976","1","46","0.01"
"10978","1","46","0.01"
"10975","1","46","0.01"
"10974","1","46","0.01"
"10980","0","46","0.00"
"10968","1","46","0.01"
"10979","1","46","0.01"
"10975","1","46","0.01"
"10974","1","46","0.01"
"10976","1","46","0.01"
"10976","1","46","0.01"
"10975","1","46","0.01"
"10977","1","46","0.01"
"10983","0","46","0.00"
"10977","1","46","0.01"
"10979","1","46","0.01"
"10980","1","46","0.01"
"10974","1","46","0.01"
"10979","1","46","0.01"
"10981","1","46","0.01"
"10982","1","46","0.01"
"10980","1","46","0.01"
"10976","1","46","0.01"
"10974","1","46","0.01"
"10974","1","46","0.01"
"10977","1","46","0.01"
"10977","1","46","0.01"
"10981","1","46","0.01"
"10980","1","46","0.01"
"10982","1","46","0.01"
"10982","1","46","0.01"
"10985","1","46","0.01"
"10983","1","46","0.01"
"10981","1","46","0.01"
"10977","1","46","0.01"
"10981","1","46","0.01"
"10979","1","46","0.01"
"10975","1","46","0.01"
"10979","1","46","0.01"
"10984","1","46","0.01"
"10978","1","46","0.01"
"10976","1","46","0.01"
"10984","1","46","0.01"
"10982","1","46","0.01"
"10983","1","46","0.01"
"10982","1","46","0.01"
"10979","1","46","0.01"
"10987","1","46","0.01"
"10982","1","46","0.01"
"10988","1","46","0.01"
"10982","1","46","0.01"
"10982","1","46","0.01"
"10984","1","46","0.01"
"10977","1","46","0.01"
"10984","1","46","0.01"
"10987","1","46","0.01"
"10985","1","46","0.01"
"10980","1","46","0.01"
"10985","1","46","0.01"
"10986","1","46","0.01"
"10982","1","47","0.01"
"10989","1","47","0.01"
"10988","1","47","0.01"
"10982","1","47","0.01"
"10986","1","47","0.01"
"10985","0","47","0.00"
"10981","1","47","0.01"
"10988","1","47","0.01"
"10984","1","47","0.01"
"10989","1","47","0.01"
"10987","1","47","0.01"
"10989","1","47","0.01"
"10990","1","47","0.01"
"10998","0","47","0.00"
"10990","1","47","0.01"
"10981","1","47","0.01"
"10989","1","47","0.01"
"10983","0","47","0.00"
"10991","1","47","0.01"
"10991","1","47","0.01"
"10989","1","47","0.01"
"10988","1","47","0.01"
"10984","0","47","0.00"
"10990","1","47","0.01"
"10989","0","47","0.00"
"10985","1","47","0.01"
"10994","1","47","0.01"
"10984","1","47","0.01"
"10988","1","47","0.01"
"10984","1","47","0.01"
"10989","1","47","0.01"
"10991","1","47","0.01"
"10993","1","47","0.01"
"10990","1","47","0.01"
"10987","1","47","0.01"
"10995","1","47","0.01"
"10993","1","47","0.01"
"10992","1","47","0.01"
"10993","1","47","0.01"
"10987","1","47","0.01"
"10992","0","47","0.00"
"10991","1","47","0.01"
"10990","1","47","0.01"
"10985","1","47","0.01"
"10992","1","47","0.01"
"10990","1","47","0.01"
"10989","1","47","0.01"
"10990","1","47","0.01"
"10993","1","47","0.01"
"10993","1","47","0.01"
"10993","1","47","0.01"
"10991","0","47","0.00"
"10992","0","47","0.00"
"10992","1","47","0.01"
"10994","1","47","0.01"
"10992","1","47","0.01"
"10991","1","47","0.01"
"10996","1","47","0.01"
"10995","1","47","0.01"
"10994","0","47","0.00"
"10993","1","47","0.01"
"10993","1","47","0.01"
"10995","0","47","0.00"
"10992","1","47","0.01"
"10997","1","47","0.01"
"10993","1","47","0.01"
"10998","1","47","0.01"
"10990","1","47","0.01"
"10992","1","47","0.01"
"10997","1","47","0.01"
"10991","1","47","0.01"
"10996","1","47","0.01"
"10996","1","47","0.01"
"10998","0","47","0.00"
"10998","0","47","0.00"
"10993","1","47","0.01"
"11003","1","47","0.01"
"10995","1","47","0.01"
"11000","1","47","0.01"
"11000","1","47","0.01"
"10998","1","47","0.01"
"11003","1","47","0.01"
"10997","1","47","0.01"
"11001","1","47","0.01"
"10996","1","48","0.01"
"10997","0","48","0.00"
"10999","0","48","0.00"
"10995","1","48","0.01"
"11002","1","48","0.01"
"10994","1","48","0.01"
"10998","1","48","0.01"
"10995","1","48","0.01"
"10996","1","48","0.01"
"11000","1","48","0.01"
"11000","1","48","0.01"
"10998","1","48","0.01"
"11003","1","48","0.01"
"11001","1","48","0.01"
"11000","1","48","0.01"
"10994","1","48","0.01"
"11002","1","48","0.01"
"10996","1","48","0.01"
"11001","1","48","0.01"
"10999","0","48","0.00"
"11000","1","48","0.01"
"11006","1","48","0.01"
"10998","1","48","0.01"
"11004","1","48","0.01"
"11001","0","48","0.00"
"10998","1","48","0.01"
"11009","1","48","0.01"
"11000","1","48","0.01"
"11002","1","48","0.01"
"11002","1","48","0.01"
"11006","0","48","0.00"
"11002","1","48","0.01"
"11001","1","48","0.01"
"11006","1","48","0.01"
"10997","0","48","0.00"
"11001","1","48","0.01"
"11008","1","48","0.01"
"11001","1","48","0.01"
"11002","1","48","0.01"
"11002","1","48","0.01"
"11005","0","48","0.00"
"11003","0","48","0.00"
"11004","1","48","0.01"
"11001","1","48","0.01"
"11003","1","48","0.01"
"11007","1","48","0.01"
"11002","1","48","0.01"
"11005","1","48","0.01"
"11005","1","48","0.01"
"11006","1","48","0.01"
"11003","1","48","0.01"
"11000","1","48","0.01"
"11000","1","48","0.01"
"11007","0","48","0.00"
"11010","0","48","0.00"
"11007","0","48","0.00"
"11004","1","48","0.01"
"11006","1","48","0.01"
"11004","1","48","0.01"
"11011","1","48","0.01"
"11004","1","48","0.01"
"11009","1","48","0.01"
"11006","1","48","0.01"
"11006","1","48","0.01"
"11011","1","48","0.01"
"11007","1","48","0.01"
"11011","1","48","0.01"
"11006","1","48","0.01"
"11006","1","48","0.01"
"11012","1","48","0.01"
"11004","1","48","0.01"
"11010","1","48","0.01"
"11011","1","48","0.01"
"11011","1","48","0.01"
"11012","1","48","0.01"
"11004","1","48","0.01"
"11009","1","48","0.01"
"11006","0","48","0.00"
"11009","0","48","0.00"
"11006","1","48","0.01"
"11011","0","48","0.00"
"11013","0","48","0.00"
"11011","1","48","0.01"
"11013","1","48","0.01"
"11012","0","48","0.00"
"11009","1","48","0.01"
"11009","1","48","0.01"
"11008","1","48","0.01"
"11014","1","48","0.01"
"11013","1","48","0.01"
"11014","1","48","0.01"
"11009","0","48","0.00"
"11007","1","48","0.01"
"11012","1","48","0.01"
"11012","1","48","0.01"
"11013","1","48","0.01"
"11011","1","48","0.01"
"11015","1","48","0.01"
"11016","1","49","0.01"
"11010","1","49","0.01"
"11013","0","49","0.00"
"11008","0","49","0.00"
"11016","1","49","0.01"
"11012","1","49","0.01"
"11016","1","49","0.01"
"11013","1","49","0.01"
"11014","1","49","0.01"
"11011","1","49","0.01"
"11017","1","49","0.01"
"11014","1","49","0.01"
"11012","0","49","0.00"
"11010","1","49","0.01"
"11017","1","49","0.01"
"11014","1","49","0.01"
"11020","1","49","0.01"
"11019","1","49","0.01"
"11007","1","49","0.01"
"11018","1","49","0.01"
"11009","1","49","0.01"
"11012","1","49","0.01"
"11013","1","49","0.01"
"11019","1","49","0.01"
"11019","1","49","0.01"
"11018","1","49","0.01"
"11017","0","49","0.00"
"11014","1","49","0.01"
"11018","1","49","0.01"
"11014","1","49","0.01"
"11015","1","49","0.01"
"11022","1","49","0.01"
"11020","1","49","0.01"
"11019","1","49","0.01"
"11018","1","49","0.01"
"11019","1","49","0.01"
"11024","1","49","0.01"
"11017","1","49","0.01"
"11020","1","49","0.01"
"11016","1","49","0.01"
"11019","1","49","0.01"
"11020","1","49","0.01"
"11022","1","49","0.01"
"11022","1","49","0.01"
"11019","1","49","0.01"
"11021","1","49","0.01"
"11018","1","49","0.01"
"11022","1","49","0.01"
"11026","0","49","0.00"
"11019","0","49","0.00"
"11021","1","49","0.01"
"11024","1","49","0.01"
"11022","0","49","0.00"
"11018","1","49","0.01"
"11020","1","49","0.01"
"11028","1","49","0.01"
"11022","1","49","0.01"
"11025","1","49","0.01"
"11026","1","49","0.01"
"11023","1","49","0.01"
"11025","1","49","0.01"
"11019","1","49","0.01"
"11022","1","49","0.01"
"11028","1","49","0.01"
"11025","1","49","0.01"
"11026","1","49","0.01"
"11023","1","49","0.01"
"11027","1","49","0.01"
"11021","1","49","0.01"
"11029","1","49","0.01"
"11024","1","49","0.01"
"11026","1","49","0.01"
"11028","0","49","0.00"
"11027","0","49","0.00"
"11028","1","49","0.01"
"11025","1","49","0.01"
"11027","1","49","0.01"
"11026","1","49","0.01"
"11030","1","50","0.01"
"11030","1","50","0.01"
"11026","1","50","0.01"
"11029","1","50","0.01"
"11026","1","50","0.01"
"11025","0","50","0.00"
"11029","0","50","0.00"
"11030","1","50","0.01"
"11026","1","50","0.01"
"11027","0","50","0.00"
"11023","0","50","0.00"
"11028","1","50","0.01"
"11033","1","50","0.01"
"11033","1","50","0.01"
"11033","1","50","0.01"
"11030","1","50","0.01"
"11026","1","50","0.01"
"11028","1","50","0.01"
"11027","1","50","0.01"
"11028","1","50","0.01"
"11029","1","50","0.01"
"11026","1","50","0.01"
"11028","1","50","0.01"
"11032","1","50","0.01"
"11025","1","50","0.01"
"11029","1","50","0.01"
"11032","1","50","0.01"
"11032","1","50","0.01"
"11029","1","50","0.01"
"11029","1","50","0.01"
"11032","1","50","0.01"
"11032","1","50","0.01"
"11035","1","50","0.01"
"11031","1","50","0.01"
"11030","1","50","0.01"
"11028","1","50","0.01"
"11028","1","50","0.01"
"11032","0","50","0.00"
"11032","1","50","0.01"
"11033","1","50","0.01"
"11032","1","50","0.01"
"11036","1","50","0.01"
"11038","1","50","0.01"
"11034","1","50","0.01"
"11032","1","50","0.01"
"11036","0","50","0.00"
"11033","0","50","0.00"
"11033","1","50","0.01"
"11035","1","50","0.01"
"11035","1","50","0.01"
"11032","1","50","0.01"
"11035","1","50","0.01"
"11039","0","50","0.00"
"11038","0","50","0.00"
"11038","1","50","0.01"
"11036","1","50","0.01"
"11039","1","50","0.01"
"11036","0","50","0.00"
"11037","1","50","0.01"
"11042","1","50","0.01"
"11040","0","50","0.00"
"11035","1","50","0.01"
"11043","1","50","0.01"
"11040","1","50","0.01"
"11038","1","50","0.01"
"11033","1","50","0.01"
"11044","1","50","0.01"
"11032","1","50","0.01"
"11038","1","50","0.01"
"11037","1","50","0.01"
"11045","1","50","0.01"
"11039","1","50","0.01"
"11039","1","50","0.01"
"11036","0","50","0.00"
"11036","0","50","0.00"
"11042","1","50","0.01"
"11041","1","50","0.01"
"11040","1","50","0.01"
"11036","1","50","0.01"
"11039","1","50","0.01"
"11036","1","50","0.01"
"11041","1","50","0.01"
"11041","1","50","0.01"
"11040","1","50","0.01"
"11036","1","50","0.01"
"11041","0","50","0.00"
"11043","0","50","0.00"
"11039","0","50","0.00"
"11041","1","50","0.01"
"11038","1","50","0.01"
"11036","1","50","0.01"
"11038","1","50","0.01"
"11048","1","50","0.01"
"11038","1","50","0.01"
"11048","1","50","0.01"
"11044","0","50","0.00"
"11035","0","50","0.00"
"11045","0","50","0.00"
"11041","0","50","0.00"
"11045","0","50","0.00"
"11042","1","50","0.01"
"11044","1","50","0.01"
"11038","1","50","0.01"
"11044","1","50","0.01"
"11050","1","50","0.01"
"11047","1","50","0.01"
"11042","1","50","0.01"
"11044","1","50","0.01"
"11036","1","50","0.01"
"11048","1","50","0.01"
"11043","1","50","0.01"
"11047","1","50","0.01"
"11046","1","51","0.01"
"11045","1","51","0.01"
"11047","1","51","0.01"
"11048","1","51","0.01"
"11045","1","51","0.01"
"11047","1","51","0.01"
"11051","1","51","0.01"
"11049","1","51","0.01"
"11047","1","51","0.01"
"11048","1","51","0.01"
"11042","1","51","0.01"
"11047","1","51","0.01"
"11047","1","51","0.01"
"11047","0","51","0.00"
"11048","1","51","0.01"
"11045","1","51","0.01"
"11053","1","51","0.01"
"11047","1","51","0.01"
"11048","1","51","0.01"
"11048","1","51","0.01"
